абидныи,обидный
засыхати,засыхать
засѣдѣти,завладеть
засѣкъ,закром
засѣяти,засеять
затворениѥ,заключение
затворьникъ,затворник
затворьница,затворница
затворяти,запирать
затеряти,потерять
затещисѧ,разбежаться
затишиѥ,затишье
затопити,заварить
заточити,заточить
затравити,затравить
затрѣпати,потрепать
затыкати,затыкать
заутрина,утро
заутриѥ,утро
заутро,завтра
заутрокати,завтракать
заутрокъ,завтрак
заучити,научить
захленутисѧ,захлебнуться
захлипатисѧ,захлипываться
заховати,исполнить
заходити,заходить
заходъ,заход
заходъ,вход
заходьныи,заходящий
захотѣти,захотеть
захытити,захватить
зацѣпъка,препятствие
зачало,начало
зачалобытьныи,первобытный
зачальныи,начальный
зачати,зачать
зачатиѥ,зачатие
зачерти,черта
зачинаниѥ,начинание
зачинати,начинать
зачинатисѧ,начинаться
зачѣпляти,зацеплять
зачѣпъка,препятствие
зашибити,убить
зашивати,зашивать
зашиикъ,затылок
зашьльць,зашедший
защититель,защитник
защитити,защитить
защититисѧ,защититься
защитьникъ,защитник
защищениѥ,защита
заядритисѧ,вспухнуть
заякливыи,заикающийся
заяпивыи,лукавый
заяпитисѧ,подозревать
заяпиѥ,подозрение
заяплятисѧ,подозревать
заяпѣти,подозревать
заятисѧ,заняться
заяць,заяц
заячии,заячий
заѣхати,заехать
звати,звать
зватисѧ,называться
звиздати,свистать
звонениѥ,звон
звѣзда,звезда
звѣздоберьць,звездочет
звѣздозакониѥ,астрономия
звѣздословиѥ,астрология
звѣздъка,звездочка
звѣздьникъ,астролог
звѣздьница,астрономия
звѣздьныи,звездный
звѣрии,звериный
звѣриловьць,охотник
звѣриныи,звериный
звѣриньскыи,зверский
звѣрообразьнѣ,зверски
звѣрь,зверь
звѣрьныи,звериный
звѣрьскыи,зверский
звѣрѣѥ,звериное
звѧкъ,звук
здоровиѥ,здоровье
здорово,безопасно
здоровыи,здоровый
здоспѣхъ,доспех
здравиѥ,здоровье
здравовати,исцелять
здракъ,вид
зегула,кукушка
зелеиникъ,лекарь
зелеиныи,пороховой
зеленыи,зеленый
зелень,луг
зеляныи,зеленый
земледѣлатель,земледелец
землелѣля,земледелец
землемѣриѥ,геометрия
землемѣриѥ,геометрия
землемѣрьныи,измерительный
земленинъ,земляк
землимѣрьныи,землемерный
землица,землица
земльныи,земельный
земльскыи,земляной
землѧ,земля
земя,земля
зеньзебиль,имбирь
зерекыи,голубоглазый
зерзица,кукушка
зидарь,зодчий
зиждати,сдать
зижель,создатель
зизданиѥ,здание
зиминъ,зимний
зимьница,лихорадка
зинаръ,кормчая
зинути,раскрыть
зинутисѧ,раскрыться
зияниѥ,зевание
злакъ,злак
златаринъ,ювелир
златарь,ювелир
златеница,желтуха
златити,золотить
златитисѧ,золотиться
златица,монета
злато,золото
златоистъканыи,златотканный
златолюбиѥ,корыстолюбие
златолюбьць,корыстолюбец
златорѣчивыи,красноречивый
златьница,деньги
злачьныи,злаковый
злото,золото
злотыи,золотой
змарагдъ,изумруд
змии,змей
змииныи,змеиный
змия,змея
змлия,змея
змьи,змей
змьиныи,змеиный
змья,змея
змьѥвьскыи,змеиный
змѣевъ,змеиный
змѣика,змейка
змѣя,змея
знакомитыи,близкий
знакъ,знакомец
знаменаниѥ,оповещение
знаменитыи,известный
знаменовати,обозначать
знамость,знакомство
знаниѥ,знание
знаниѥ,знакомые
знаньство,знак
знатьливыи,знающий
знатьць,знающий
знои,жар
зныль,печь
зобатии,съедобный
зогзица,кукушка
зогзуля,кукушка
зодии,зодиак
зодѣиныи,зодиакальный
золоба,злоба
золобь,злоба
золовѣриѥ,зловерие
золотыи,золотой
золотыи,монета
золотьныи,золотистый
зрадца,изменник
зракъ,вид
зрачьныи,видящий
зубии,зубной
зубрь,зубр
зубьныи,зубной
зукъ,звук
зучьныи,звучный
зълобивыи,злобный
зълобьныи,злобный
зъловоньныи,зловонный
зъловонѧниѥ,зловоние
зълодѣивыи,злодейский
зълодѣинѣ,злодейски
зълодѣѥвъ,злодейский
зъложизниѥ,злополучие
зъложитиѥ,злополучие
зълозаконьныи,противозаконный
зълоковарьствиѥ,коварство
зъломыслъ,злоумышленник
зъломысльныи,злоумышленный
зълонравыи,злонравный
зълонравьныи,злой
зълонравьнѣ,злонравно
зълообразити,безобразничать
зълообразиѥ,безобразие
зълообразовати,безобразничать
зълообразьныи,безобразный
зълопамѧтьнинъ,злопамятный
зълопоминаниѥ,злопамятство
зълоприѥмлемыи,неудержимый
зълославиѥ,нарекание
зълословесовати,злословить
зълословити,злословить
зълословьныи,тщеславный
зълосмрадьныи,зловонный
зълостраданиѥ,страдание
зълосчастьныи,злосчастный
зълосъвѣщаѥмыи,злонамеренный
зълотворьць,злодей
зълоумиѥ,зломыслие
зълоумьникъ,зломыслящий
зълохульство,хуление
зълочьстиѥ,бесчестье
зълочьстьныи,бесчестный
зълуница,лихорадка
зълупоминаниѥ,злопамятность
зълурадыи,злорадный
зълчь,желчь
зълчьныи,желчный
зълычь,желчь
зълѣдь,злоба
зълѣѥ,зло
зыбати,колебать
зыбатисѧ,колебаться
зыкъ,звук
зычьливость,доброжелательность
зьданикъ,баллон
зьданыи,глиняный
зьдарь,горшечник
зьдательныи,строительный
зьдъ,глина
зьдъчии,горшечник
зьдьныи,глиняный
зьдѣныи,глиняный
зьритель,зритель
зьркало,зеркало
зьрно,зерно
зьрьно,зерно
зьрьновыи,зерновой
зьрьцальникъ,наблюдатель
зьрѣлыи,зрелый
зьрѣниѥ,зрение
зѣлость,сила
зѣлыи,сильный
зѣльныи,сильный
зѣльныи,глубокий
зѣльство,сила
зѣница,зеница
зѣяниѥ,зевание
зѧбати,произрастать
зѧбати,производить
зѧбнути,произрастать
ива,ива
ивовыи,ивовый
игла,игла
игра,игра
игральныи,игральный
играниѥ,игра
игрушка,игрушка
игрьникъ,актер
игрьнище,сцена
игумении,игумена
игъльныи,игольный
идолатрия,идолопоклонство
идолодѣлатель,идолослужитель
идолотрѣбьникъ,идолопоклонник
идолочьтьць,идолопоклонник
идолъ,идол
иереискыи,иерейский
ижати,выжать
иждагати,сжигать
иждатисѧ,выжаться
ижде,где
ижде,который
иждегъ,ожог
иждеконьныи,исконный
иждещи,сжечь
иждивити,истощить
иждивитисѧ,истощить
иждигати,сжигать
иждизати,сжигать
иждимати,выжимать
ижекони,искони
ижеконьныи,исконный
ижещи,сжечь
ижжити,прожить
ижити,прожить
ижитиѥ,истощение
избава,освобождение
избавитель,освободитель
избавитисѧ,избавиться
избавляти,избавлять
избавлятисѧ,избавляться
избавлѥниѥ,избавление
избавьникъ,избавитель
избезчествовати,обезчестить
избираниѥ,выбирание
избирати,выбирать
избиривыи,избирающий
избировати,избрать
избити,перебить
избитиѥ,резня
изблудити,проблуждать
изболѣти,изнемочь
изболѣтисѧ,выздороветь
изборъ,выбор
изборьныи,избранный
изборьныи,истинный
избости,вытащить
избостисѧ,вытащиться
избраниѥ,выбор
избрати,избрать
избратисѧ,избраться
избрысовати,оттирать
избутѣниѥ,легкость
избуяти,обессилить
избываниѥ,избыток
избытъкъ,остальное
избытъчьствовати,изобиловать
избыть,остаток
избѣгати,избегать
избѣгнути,избежать
извалити,вывалить
изварити,сварить
изварятисѧ,свариться
изваяниѥ,изваяние
изваяти,изваять
изваяти,изваять
извезти,вывезти
извелѣниѥ,повеление
известь,известь
известьныи,известковый
извилиѥ,изобилие
извиратисѧ,извиваться
извити,вить
извлѣчити,выводить
изводитисѧ,возвращаться
извоевати,отвоевать
извозчикъ,возчик
извозьникъ,извозчик
изволеныи,желаемый
изволеныи,лучше
изволочениѥ,разоблачение
изволочити,вытащить
изволочитисѧ,одеться
извольникъ,любовник
изворогъ,выкидыш
извратъ,видоизменение
извратьныи,видоизмененный
изврачевати,вылечить
извращатися,изменяться
извращевати,изменять
извънутрьюду,изнутри
извъпрашати,расспрашивать
извьргнути,выгнать
извѣаниѥ,произведение
извѣдывати,разузнавать
извѣдѣти,узнать
извѣсити,взвесить
извѣсть,известие
извѣтити,создать
извѣтьникъ,доносчик
извѣчати,отвечать
извѣшати,извещать
извѣщаниѥ,удостоверение
извѣщатисѧ,утверждать
извѧзати,связать
изгазити,потерять
изгасити,погасить
изглаголаниѥ,произнесение
изглаголати,произнести
изгласити,произнести
изглъбнути,завязнуть
изгнести,выдавить
изгнильство,гнилость
изгнити,сгнить
изгои,лишенный
изгоиство,лишение
изгонъ,преследование
изгоньникъ,изгнанник
изгоняти,выгонять
изгорода,огород
изгородьныи,огородный
изгошити,устроить
изграбити,ограбить
изгрубити,погрешить
изгрѣбьныи,пакляный
изгубати,совокуплять
изгънаниѥ,изгнание
изгыбати,исчезать
изгыбельныи,гибельный
изгынати,изгонять
издавити,раздавить
изджити,прожить
издобрити,украсить
издобыти,раздобыть
издоровѣти,выздороветь
издоспѣти,устроить
издработатисѧ,отработать
издрати,изодрать
издробити,раздробить
издупьчалыи,расщелистый
издушити,задушить
издълбити,выдолбить
издъхнути,умереть
издъшениѥ,смерть
издыханиѥ,издыхание
издыхати,умирать
издѣватисѧ,издеваться
издѣти,вырастить
издѣяти,совершать
издѣятисѧ,совершаться
изиманиѥ,плен
изиначивати,изменять
изиночити,изменить
изинути,открыть
изискатель,пытливый
изитиѥ,выход
излазити,выходить
излазъ,выход
изламати,сломать
изламатисѧ,сломаться
излаяти,оскорбить
излечи,лечь
изливати,вылить
изливатисѧ,выливаться
излихыи,излишний
изличити,уличить
излишеиманиѥ,лихоимство
излишениѥ,изобилие
излишити,отнять
излияти,изливать
излиятисѧ,изливаться
изложениѥ,рассказ
изложити,рассказать
изложитися,рассказать
изломити,сломать
изломъкъ,обломок
излупити,ограбить
излучити,улучить
излюбленьныи,выбранный
излѣзти,вылезти
излѣчити,вылечить
измаала,щипцы
измаати,вынимать
измала,щипцы
измарагдъ,изумруд
измерети,умереть
измилати,размалывать
измирати,умирать
измлѣти,размолоть
измлѣти,выделяться
измолениѥ,извинение
измучити,замучить
измъждениѥ,погубление
измъждѧти,изнурять
измъкнути,вытянуть
измълити,выставляться
измълкнути,замолчать
измълсти,выдоить
измываниѥ,издевательство
измьдѣти,испепелиться
измьрзати,замерзать
измьртвѣти,обмирать
измьчтаниѥ,украшение
измьчтати,украсить
измюлазъ,плющ
измѣжданиѥ,погубление
измѣнениѥ,изменение
измѣнити,изменить
измѣнованиѥ,изменение
измѣновати,изменять
измѣньливыи,изменчивый
измѣньникъ,меняло
измѣньныи,изменяемый
измѣняти,изменять
измѣрениѥ,мера
измѣрити,измерить
измѣшати,переврать
изнажитисѧ,обнажиться
изнаимовати,нанять
изнарѧдити,снарядить
изнаходити,находить
изначальныи,исконный
изнезапа,внезапно
изнезапы,внезапно
изнемощисѧ,обессилиться
изникнути,вырасти
изноровитисѧ,изготовиться
изнудъ,изнутри
изнуряти,изнурять
изньсти,обнажить
изобидѣти,обидеть
изобилиѥ,изобилие
изобиловати,изобиловать
изобиль,изобильно
изобильныи,изобильный
изобильнѣ,изобильно
изобильство,изобилие
изобильствовати,изобиловать
изобнажити,обнажить
изобразити,изобразить
изобразия,история
изобрѣтениѥ,изыскание
изобрѣтьникъ,изобретатель
изобрѣтьница,изобретательница
изовъну,снаружи
изодѣтисѧ,нарядиться
изоити,пройти
изоити,миновать
изокъ,кузнечик
изообразити,изобразить
изооружити,вооружить
изоспѣти,успеть
изоставити,поставить
изострити,заострить
изостритисѧ,заостриться
изотѧти,отнять
израгъ,безумие
израда,измена
израдьца,изменник
изражати,изображать
израсти,вырасти
израстити,произрастить
изратовати,победить
изречениѥ,изречение
изрещи,сказать
изринути,выгнать
изринутисѧ,извергнуться
изричаниѥ,изречение
изровьновати,выровнять
изродитисѧ,родиться
изродъ,распутник
изродьныи,распутный
изронити,проронить
изрутитисѧ,ниспасть
изручь,рукопашно
изрушити,нарушить
изрыти,выкопать
изрьвьновати,приревновать
изрѣзаникъ,скопец
изрѣшениѥ,избавление
изрѣшитисѧ,освободиться
изрѧдица,причина
изрѧдьнѣ,преимущественно
изрѧживати,изготовлять
изумлениѥ,безумие
изумрудъ,изумруд
изумьныи,безумный
изумѣниѥ,растерянность
изутри,изнутри
изутрь,изнутри
изучати,поучать
изърьчениѥ,высказывание
изъявити,показать
изъявлениѥ,желание
изъяснити,разъяснить
изъясняти,разъяснять
изъясти,съесть
изѣдати,съесть
изѣсти,съесть
изѧбнути,прорасти
изѧтовати,вынимать
изѧщьныи,лучший
икономъ,домоправитель
икономьство,служение
иконоразбиица,иконоборец
иконоразбителии,иконоборца
иконьныи,иконный
икра,икра
икъто,некто
илемъ,вяз
илинъ,эллин
иловыи,иловый
илъ,глина
ильмъ,вязовый
иматисѧ,браться
иматисѧ,отдаваться
имельникъ,прицелов
именины,именины
имениньскыи,именинный
именитыи,известный
именоватисѧ,называться
имовитьць,владелец
импола,поршень
имьство,свойство
имѣньникъ,наследник
имѣньныи,наследный
инакословитисѧ,перетолковываться
инакыи,иной
иначе,еще
ино,фиалка
иновѣрьствьныи,иноверный
иногдою,вместе
иногды,прежде
иногъ,гриф
инодушиѥ,ревность
инодушьныи,единодушный
иноземльць,иностранец
иноземьць,иностранец
инольды,иногда
инообразьныи,странный
инороговъ,единороговый
инорогъ,единорог
инородьныи,разнородный
инорожь,единороговый
инорожьць,единорог
иносказати,иносказать
иностаньныи,постоянный
иностраньникъ,иностранец
иностраньныи,иностранный
иностраньць,иностранец
инотѧжь,постоянно
иночадыи,единородный
иночадьница,единородная
иночимъ,отчим
иночьныи,уединенный
иночьскыи,монашеский
иноязычьникъ,иностранец
иноязычьныи,иностранный
иншии,иной
инъ,в
инъгдою,вместе
инърогъ,единорог
иподрумиѥ,ипподром
искажати,искажать
исказа,выкидыш
исказатисѧ,научиться
исказити,оскопить
исказити,поразить
исказитисѧ,оскопиться
исказнити,наказать
искалати,выкалывать
исканиѥ,поиск
исканути,капнуть
искапати,капнуть
искатель,следователь
искаяти,истощить
искладати,выкладывать
исклачивати,тратить
исклъсмьство,возвышение
исклъчати,растрачивать
искльвати,склевать
исколоти,расколоть
исколчениѥ,растрата
исконьчавати,тратить
исконьчаниѥ,совершенство
исконьчатисѧ,оканчиваться
ископати,выкопать
ископовати,выкопать
ископовати,выкапывать
искоренитисѧ,удалиться
искоренитисѧ,уничтожиться
искочити,выскочить
искрадъ,украдкой
искривити,искривить
искривлятисѧ,искривляться
искриѥ,искры
искрутитисѧ,одеться
искрушениѥ,разрушение
искрушити,разрушить
искрьнии,искренний
искрѣпѣти,окоченеть
искрѧтати,ломать
искупати,выкупать
искуплениѥ,выкуп
искуплятисѧ,соединяться
искуповати,покупать
искуповатисѧ,покупаться
искупъ,выкуп
искусимыи,опытный
искуситель,испытатель
искусьникъ,разбойник
искутати,очищать
искушаниѥ,искушение
искушатель,искуситель
искушатисѧ,испытываться
искъ,иск
искыдати,кидать
исмъркати,высасывать
исмърцати,высасывать
исныи,известный
испакостити,испортить
испекати,печь
испечениѥ,выпекание
испещисѧ,испечься
испивати,выпить
испивати,пить
испираниѥ,оправдание
испирати,вынимать
испирывати,вымывать
испити,выпить
исплазити,высунуть
исплатити,выплатить
исплести,сплести
исплетати,плести
исплошитисѧ,волноваться
исплѣснивѣти,заплесневеть
исплѣснѣвѣти,заплесневеть
исплѣти,выполоть
исплѧсати,станцевать
исповѣдовати,признавать
исповѣдываниѥ,исповедь
исповѣдь,покаяние
исповѣдьникъ,исповедующийся
исповѣдѣтися,исповедаться
исподьнии,нижний
испокастити,погубить
испокаститисѧ,погибнуть
исполовиѥ,половничество
исполумьртвыи,полумертвый
исполъ,исполин
исполѣвати,воспламеняться
исполѣниѥ,горение
исполѣти,сгореть
испомьнѣти,вспомнить
испонашати,поносить
испоносити,поносить
испоротокъ,кесарь
испоругати,надругаться
испоручати,поручать
испоручатисѧ,поручаться
испоручитисѧ,поручиться
исправлятисѧ,исправляться
испраздьныи,праздный
испразнити,уничтожить
испраниѥ,мытье
испрашати,просить
испроводити,проводить
испроврѣщи,победить
испроврѣщисѧ,превратиться
испродати,продать
испрометаниѥ,превращение
испросити,просить
испроситисѧ,проситься
испроститисѧ,освободиться
испрострѣтисѧ,распростереться
испрѧтати,спрятать
испрѧщи,выпрячь
испускати,отпускать
испущевати,отпускать
испълзти,выползти
испълнивати,исполнять
испълнь,полный
испълняти,наполнять
испълнятисѧ,наполняться
испытаниѥ,испытание
испытати,испытывать
испыти,напрасно
испытьникъ,расследователь
испытьно,осмотрительно
испытьство,испытание
испьстрити,пестреть
испьщрениѥ,украшение
испьщреныи,украшенный
испѣвати,петь
испѣти,успеть
испѣти,спеть
иставити,поставить
иставити,истощить
истаити,истощить
истарь,издавна
истаяти,истощиться
истаяти,погубить
истаяти,растаять
истверезениѥ,отрезвление
истворениѥ,сотворение
истеканиѥ,истечение
истекати,истекать
истерезвитисѧ,протрезвиться
истеретисѧ,вытирать
истерпъ,терпение
истертиѥ,стертость
исти,исчислить
истивыи,истинный
истинословьць,правдивый
истирати,стирать
исто,верно
истовьныи,истинный
истокнути,выколоть
истомитисѧ,утомиться
истонути,утонуть
истопити,вытопить
истопити,потопить
истоплыи,утопленный
истопнути,утонуть
истопнутисѧ,утонуть
истопѣти,утонуть
исторзати,исторгать
историкъ,историк
история,история
история,рассказ
исторопитисѧ,поторопиться
исторъ,издержка
источити,истощить
источьныи,проточный
истръгати,выстрогать
истрѣбитисѧ,очиститься
истрѣблениѥ,очищение
истрѣбляти,очищать
истрѧкнути,иссохнуть
истрѧсти,вытрясти
истужаниѥ,безумие
истужьникъ,безумец
истуканиѥ,изваяние
истуканъ,идол
иступаниѥ,исступление
иступлениѥ,исступление
иступъ,исступление
истускнути,побледнеть
истъкати,соткать
истъкмѣти,сравнивать
истъкмѣтисѧ,уподобляться
истъкнути,выколоть
истълковати,разъяснить
истълчи,истолочь
истълчи,истолочь
истънати,нарубить
истънчити,ослабить
истънѣти,ослабеть
истъргати,разорвать
истъргнутисѧ,вырваться
истъчити,изваять
истъщаниѥ,убыток
истъщивати,растрачивать
истыдати,остывать
истыдѣти,остыть
истыти,остывать
истьба,изба
истьляти,растлевать
истьлѣньныи,истлевший
истьлѧти,разрушать
истьрзати,растерзать
истягнути,расширить
истяжати,истязать
истѧгнутисѧ,растянуться
истѧзаниѥ,исследование
истѧзати,расспрашивать
истѧзовати,расследовать
исути,вырыть
исучати,высушивать
исучатисѧ,высушиваться
исучениѥ,высушивание
исучити,высушить
исучити,уменьшить
исушавати,осушать
исушати,осушать
исушати,высушивать
исушити,осушить
исходатаиникъ,просящий
исходатаиница,просящая
исходатаити,просить
исходити,оканчивать
исходьныи,выходящий
исхождениѥ,исхождение
исхытити,похитить
исцѣдити,нацедить
исцѣжати,цедить
исцѣлениѥ,исцеление
исцѣлитель,исцелитель
исцѣляти,лечить
исцѣлѣти,вылечить
исцѣнити,оценить
исцѣпляти,сцепить
исчадиѥ,порождение
исчазати,исчезать
исчазъ,экстаз
исчазывати,губить
исчезати,исчезать
исчезениѥ,исчезновение
исчезнованиѥ,гибель
исчезновениѥ,порицание
исчезнути,исчезнуть
исчеканити,отчеканить
исчистити,вычистить
исчистити,очистить
исчиститисѧ,отчиститься
исчистѣти,очистить
исчитати,сосчитать
исчьрвити,прокопать
исчьрпати,вычерпать
исшити,сшить
исшьствиѥ,удаление
исщепляти,расщеплять
исъпьныи,мелководный
исъхати,иссыхать
исъхати,иссушать
исъхновениѥ,иссушение
исъхнути,иссохнуть
исъхнути,высохнуть
исыхати,высыхать
исякнути,иссякнуть
исѧкновениѥ,истечение
ичетьныи,посчитанный
ищея,истец
иѥреса,ересь
кабальныи,кабальный
каблукъ,каблук
кавида,ваятель
кавидарионъ,ваятель
кавка,наложница
каганъ,государь
каданиѥ,ладан
кадильныи,кадильный
кадити,дымить
кадъка,кадка
кадъка,кад
кажьдыи,каждый
казакъ,казак
казатель,наставник
казити,уничтожить
казноватисѧ,наказываться
казньць,глашатай
казъ,искажение
каидалика,стрела
каковьство,качество
какыи,какой
калафуръ,камфора
калежа,кадильница
калиграфия,каллиграфия
калиграфьскыи,каллиграфический
калика,странник
калина,калина
калити,закаливать
калитисѧ,закаливаться
калугеръ,монах
калугерьскии,монашеский
калъ,грязь
кальныи,грязный
калья,похлебка
калятисѧ,загрязняться
каменистыи,каменистый
каменосьрдьчьныи,жестокосердый
каменосѣчьць,каменотес
каменьникъ,каменьщик
каменьносьрдыи,жестокосердый
камиль,верблюд
камо,куда
камора,свод
камчугъ,ломота
канделабра,подсвечник
кандила,лампада
кановъ,ханский
канути,капнуть
канъ,хан
каньчивати,оканчивать
капаниѥ,истекание
капищьница,алтарь
капля,капля
капуста,капуста
карабьица,короб
карати,наказывать
карашеватисѧ,здороваться
карити,оплакивать
каркиносъ,рак
карыи,карий
карьникъ,палач
касатисѧ,гнушаться
каситеръ,олово
кастель,крепость
катадьневьныи,каждодневный
катарга,парусник
катарть,парус
катарха,парус
католичьскыи,католический
катуна,жена
качьство,качество
кашьль,кашель
каязнь,покаяние
каязньныи,покаянный
каяниѥ,покаяние
каяниѥ,покаяние
каяньныи,покаянный
каѳоликии,католический
квадратумъ,квадратно
квасьникъ,пьяница
квичати,хрюкать
квѣтъ,цвет
кгвалтовьныи,насильный
кгвалтъ,насилие
кголдованиѥ,покорность
кедровъ,кедровый
кедръ,кедр
кедрь,кедр
кедрьныи,кедровый
келарь,кладовщик
керемидиѥ,утварь
керста,гроб
керстица,сосуд
кесаревъ,кесаревый
кесарь,кесарь
кесарьскъ,кесарский
кестѧкъ,лодка
киверь,шапка
кименъ,тмин
кипарисъ,кипарис
кипарисьныи,кипарисовый
кирка,мотыга
кирпичь,кирпич
кисти,бахрома
кистка,кисточка
кисть,кисть
китовъ,китовый
китосъ,кит
китъ,кит
кичири,морковь
кишень,карман
кишька,кишка
кладениѥ,подношение
кладеньць,колодезь
кладиво,молот
кладяжьныи,колодезный
кладязь,колодец
кладязьныи,колодезный
клаколъ,колокол
кланяти,наклонять
класти,класть
класъ,колос
клати,колоть
клатити,колотить
клатитисѧ,колотиться
клевета,обвинение
клеветаниѥ,обвинение
клеветовати,обвинять
клеветьница,обвинительница
клевотарь,клеветник
клевретъ,раб
клеевитыи,клейкий
клеи,клей
кленениѥ,клятва
кленъ,клен
клепало,колокол
клепьць,петля
клии,клей
кликунъ,крикун
кликъ,крик
климатъ,регион
клиниѥ,клинья
клицаниѥ,крик
клицати,кричать
кличати,кричать
кличи,кричать
кличь,клич
клобокъ,камешек
клобучьць,шапочка
клокотати,клокотать
клонити,направлять
клонитисѧ,направляться
клопотьныи,шумный
клосньныи,увечный
клосьникъ,прокаженный
кльвати,клевать
кльцати,стучать
клюнъ,клюв
клюпышь,миндаль
ключарь,ключник
ключати,применять
ключатисѧ,случаться
ключедьржьць,ключник
ключениѥ,случай
ключь,источник
ключьникъ,ключник
ключьница,ключница
ключьница,амбар
ключьно,угодно
кляча,лошадь
клѣта,клетка
клѣтишко,комнатушка
клѣтъка,сруб
клѣтъчька,комнатушка
клѣтьчатыи,клетчатый
клѣщи,клещи
кнея,кувшин
кнутиѥ,кнут
кнутъ,кнут
кобениѥ,гадание
кобииниѥ,гадание
коблениѥ,гадание
кобыла,лошадь
кобылии,кобылий
кобьникъ,предсказатель
коваль,кузнец
ковальня,наковальня
кованыи,кованный
коварьствовати,злоумышлять
коварьствьныи,злоумышленный
коварьстьнѣ,коварно
коватисѧ,коваться
ковачь,кузнец
коворъ,ковер
ковшь,ковш
кожевьникъ,кожевенник
кожии,кожаный
кожина,кожа
кожьныи,кожный
коза,коза
козии,козий
козичатыи,козий
козмикъ,мирянин
козмьникъ,мирянин
козьлии,козлиный
козьлищь,козленок
козьлогласованиѥ,блеяние
козьлъ,козел
козьлъ,рогатка
козьльныи,козлиный
козьлѧ,козлята
коковати,куковать
кокотъ,петух
кокотъкъ,петух
колачь,калач
колачьникъ,хлебопек
колемогъ,шатер
колесьница,колесница
колиждыи,каждый
колика,странник
колимогъ,шатер
колихия,улитка
количьство,количество
колиѥ,колья
колобии,круглый
колодиѥ,бревна
колодьникъ,пленник
колодьныи,колодный
колодьць,колодец
колодязь,колодец
колокольница,колокольня
колокольць,колокольчик
колоти,колоть
колотисѧ,колоться
колъ,частокол
колымагъ,стан
кользькыи,скользкий
колько,сколько
кольма,сколько
кольми,сколько
кольныи,колесный
кольскыи,скользкий
кольхия,улитка
кольце,кольцо
колѣ,когда
колѣбати,двигать
колѣбатисѧ,двигаться
колѣбитисѧ,колебаться
колѣноначѧтитель,родоначальник
колѣнопоклонениѥ,коленопреклонение
колѣньникъ,единоплеменник
комаръ,комар
коментарии,комментарий
комната,комната
комонь,конь
комора,комната
комузъ,кумыс
комъкати,причащаться
коневъ,конский
коневыи,конный
коненовати,укреплять
конечеловѣкъ,кентавр
коникъ,скамья
конобъ,лохань
конова,откуда
конопьныи,конопляный
контыниѥ,горох
конь,конь
коньскыи,конский
коньство,кони
коньчавати,оканчивать
коньчаникъ,наконечник
коньчиньныи,кончинный
коньчьнѣ,окончательно
коньчьнѣѥ,наконец
коньчѣе,наконец
коньщица,ипподром
конюшеньныи,конюшенный
конюшьня,конюшня
копаница,ров
копань,ров
копати,копать
копиице,дротик
копиище,древко
копитисѧ,собираться
копиѥ,комета
коплениѥ,сбережение
копонути,копнуть
коприна,шелк
копръ,анис
копъть,копоть
копыто,копыто
копѣика,копейка
кора,кора
корабельникъ,монета
корабиць,лодка
корабльникъ,моряк
корабльникъ,монета
корабльныи,корабельный
корабльскыи,корабельный
корабльць,кораблик
корабльчии,кораблестроитель
корабьчии,кораблестроитель
корванъ,дар
коренитьскыи,волшебный
корениѥ,волхвование
корета,карета
корица,приправа
коркодилъ,крокодил
корнава,казна
коробочька,коробочка
коробъка,шкатулка
коробья,коробы
корова,корова
короваи,каравай
короваиникъ,хлебопек
коровии,коровий
коровьница,скотница
коровьньныи,скотный
королевъ,королевский
королевьскыи,королевский
королица,королева
король,король
коромыслъ,коромысло
коропъ,карп
коротошии,короткий
коротъкыи,короткий
коръвана,сокровищница
коръманъ,сокровищница
корытина,заводь
корь,кора
корьникъ,обидчик
косениѥ,осязание
косити,косить
косма,волос
косматыи,волосатый
коснутисѧ,коснуться
косоръ,серп
костоголова,череп
костьныи,костный
костьръ,костер
костяныи,костный
косъ,дрозд
косыи,скошенный
косьныи,медленный
косьнѣниѥ,медлительность
косьнѣти,медлить
косьць,косарь
косякъ,кусок
косѧчьныи,пластовой
котеля,кошка
котерати,осуждать
котератисѧ,ссориться
котиганъ,терн
котитисѧ,катиться
которатисѧ,ссориться
котъка,кошка
котыниѥ,горох
котьлъ,котел
котьльныи,котельный
котьльць,котелок
котьць,клетка
котьць,окно
котьчьникъ,рыбак
кофтанъ,кафтан
кочевати,кочевать
кочьтъ,петух
кочьтьникъ,рыбак
кошара,загон
кошевыи,обозный
кошевьныи,обозный
кошица,корзинка
кошь,корзина
кошька,кошка
кошьль,корзина
кошьница,корзина
кощиѥвъ,рабский
кощунованиѥ,росказни
кощуновати,привирать
кощь,тощий
краань,чиновник
крабьица,корзина
крава,корова
краварь,пастух
крагуи,ястреб
крадьба,кража
крадьба,воровство
краеугъльныи,краеугольный
краи,предел
краинии,крайний
краиугъльныи,краеугольный
краица,окраина
кракати,каркать
кракъ,голень
краль,король
крамольникъ,предатель
крамьныи,лавочный
крапелька,вкрапление
краплинка,вкрапление
